"Date_Time","Total_Power","Type"
"2018-05-13 09:15:00",133.6,"Correct"
"2018-05-13 09:30:00",126.4,"Correct"
"2018-05-13 09:45:00",134.4,"Correct"
"2018-05-13 10:00:00",132.8,"Correct"
"2018-05-13 10:15:00",133.6,"Correct"
"2018-05-13 10:30:00",136.4,"Correct"
"2018-05-13 10:45:00",133.6,"Correct"
"2018-05-13 11:00:00",134.8,"Correct"
"2018-05-13 11:15:00",137.2,"Correct"
"2018-05-13 11:30:00",136.8,"Correct"
"2018-05-13 11:45:00",128.8,"Correct"
"2018-05-13 12:00:00",134.4,"Correct"
"2018-05-13 12:15:00",133.6,"Correct"
"2018-05-13 12:30:00",140.8,"Correct"
"2018-05-13 12:45:00",133.6,"Correct"
"2018-05-13 13:00:00",135.2,"Correct"
"2018-05-13 13:15:00",136.8,"Correct"
"2018-05-13 13:30:00",137.2,"Correct"
"2018-05-13 13:45:00",134,"Correct"
"2018-05-13 14:00:00",143.6,"Correct"
"2018-05-13 14:15:00",142.4,"Correct"
"2018-05-13 14:30:00",140,"Correct"
"2018-05-13 14:45:00",146,"Correct"
"2018-05-13 15:00:00",143.2,"Correct"
"2018-05-13 15:15:00",140.4,"Correct"
"2018-05-13 15:30:00",134,"Correct"
"2018-05-13 15:45:00",137.6,"Correct"
"2018-05-13 16:00:00",139.6,"Correct"
"2018-05-13 16:15:00",140.4,"Correct"
"2018-05-13 16:30:00",141.6,"Correct"
"2018-05-13 16:45:00",138.4,"Correct"
"2018-05-13 17:00:00",129.2,"Correct"
"2018-05-13 17:15:00",142,"Correct"
"2018-05-13 17:30:00",140,"Correct"
"2018-05-13 17:45:00",147.2,"Correct"
"2018-05-13 18:00:00",142.8,"Correct"
"2018-05-13 18:15:00",137.2,"Correct"
"2018-05-13 18:30:00",140.4,"Correct"
"2018-05-13 18:45:00",138.4,"Correct"
"2018-05-13 19:00:00",134,"Correct"
"2018-05-13 19:15:00",141.6,"Correct"
"2018-05-13 19:30:00",140.4,"Correct"
"2018-05-13 19:45:00",132.4,"Correct"
"2018-05-13 20:00:00",132.8,"Correct"
"2018-05-13 20:15:00",130.8,"Correct"
"2018-05-13 20:30:00",139.2,"Correct"
"2018-05-13 20:45:00",144.4,"Correct"
"2018-05-13 21:00:00",142,"Correct"
"2018-05-13 21:15:00",149.6,"Correct"
"2018-05-13 21:30:00",152.4,"Correct"
"2018-05-13 21:45:00",150,"Correct"
"2018-05-13 22:00:00",150.4,"Correct"
"2018-05-13 22:15:00",150,"Correct"
"2018-05-13 22:30:00",145.6,"Correct"
"2018-05-13 22:45:00",149.2,"Correct"
"2018-05-13 23:00:00",151.2,"Correct"
"2018-05-13 23:15:00",145.6,"Correct"
"2018-05-13 23:30:00",143.6,"Correct"
"2018-05-13 23:45:00",141.6,"Correct"
